Unique_Key|Record_Type|Borough|Block|Lot|Easement|Partial_Lot|Air_Rights|Subterranean_Rights|Property_Type|Street_number|Address|Unit
201400000000000000.00|L|1|2220|19|N|E|N|N|AP|125|SHERMAN AVENUE|
201400000000000000.00|L|1|2220|21|N|E|N|N|AP|129|SHERMAN AVENUE|
201400000000000000.00|L|1|2220|23|N|E|N|N|AP|133|SHERMAN AVENUE|
201400000000000000.00|L|1|2220|33|N|E|N|N|AP|38|POST AVENUE|
201400000000000000.00|L|1|2220|35|N|E|N|N|AP|34|POST AVENUE|
201400000000000000.00|L|1|2220|37|N|E|N|N|AP|30|POST AVENUE|
201400000000000000.00|L|1|2220|39|N|E|N|N|AP|26|POST AVENUE|
201400000000000000.00|L|1|2220|41|N|E|N|N|AP|22|POST AVENUE|
201400000000000000.00|L|1|2234|36|N|E|N|N|AP|66|VERMILYEA AVENUE|
201400000003291962.06|L|1|2220|11|N|E|N|N|AP|109|SHERMAN AVENUE|
201400000003291962.06|L|1|2220|13|N|E|N|N|AP|113|SHERMAN AVENUE|
201400000003291962.06|L|1|2220|15|N|E|N|N|AP|117|SHERMAN AVENUE|
201400000003291962.06|L|1|2220|17|N|E|N|N|AP|121|SHERMAN AVENUE|
201400000003291962.06|L|1|2220|19|N|E|N|N|AP|125|SHERMAN AVENUE|
201400000003291962.06|L|1|2220|21|N|E|N|N|AP|129|SHERMAN AVENUE|
201400000003291962.06|L|1|2220|23|N|E|N|N|AP|133|SHERMAN AVENUE|
201400000003291962.06|L|1|2220|33|N|E|N|N|AP|38|POST AVENUE|
201400000003291962.06|L|1|2220|35|N|E|N|N|AP|34|POST AVENUE|
201400000003291962.06|L|1|2220|37|N|E|N|N|AP|30|POST AVENUE|
201400000003291962.06|L|1|2220|39|N|E|N|N|AP|26|POST AVENUE|
201400000003291962.06|L|1|2220|41|N|E|N|N|AP|22|POST AVENUE|
201400000003291962.06|L|1|2234|36|N|E|N|N|AP|66|VERMILYEA AVENUE|
201400000008500000.00|L|1|2220|11|N|E|N|N|AP|109|SHERMAN AVENUE|
201400000008500000.00|L|1|2220|13|N|E|N|N|AP|113|SHERMAN AVENUE|
201400000008500000.00|L|1|2220|15|N|E|N|N|AP|117|SHERMAN AVENUE|
201400000008500000.00|L|1|2220|17|N|E|N|N|AP|121|SHERMAN AVENUE|
201400000008500000.00|L|1|2220|19|N|E|N|N|AP|125|SHERMAN AVENUE|
201400000008500000.00|L|1|2220|21|N|E|N|N|AP|129|SHERMAN AVENUE|
201400000008500000.00|L|1|2220|23|N|E|N|N|AP|133|SHERMAN AVENUE|
201400000008500000.00|L|1|2220|33|N|E|N|N|AP|38|POST AVENUE|
201400000008500000.00|L|1|2220|35|N|E|N|N|AP|34|POST AVENUE|
201400000008500000.00|L|1|2220|37|N|E|N|N|AP|30|POST AVENUE|
201400000008500000.00|L|1|2220|39|N|E|N|N|AP|26|POST AVENUE|
201400000008500000.00|L|1|2220|41|N|E|N|N|AP|22|POST AVENUE|
201400000008500000.00|L|1|2234|36|N|E|N|N|AP|66|VERMILYEA AVENUE|
201400000008500000.00|L|1|2220|11|N|E|N|N|AP|109|SHERMAN AVENUE|
201400000008500000.00|L|1|2220|13|N|E|N|N|AP|113|SHERMAN AVENUE|
201400000008500000.00|L|1|2220|15|N|E|N|N|AP|117|SHERMAN AVENUE|
201400000008500000.00|L|1|2220|17|N|E|N|N|AP|121|SHERMAN AVENUE|
201400000008500000.00|L|1|2220|19|N|E|N|N|AP|125|SHERMAN AVENUE|
201400000008500000.00|L|1|2220|21|N|E|N|N|AP|129|SHERMAN AVENUE|
201400000008500000.00|L|1|2220|23|N|E|N|N|AP|133|SHERMAN AVENUE|
201400000008500000.00|L|1|2220|33|N|E|N|N|AP|38|POST AVENUE|
201400000008500000.00|L|1|2220|35|N|E|N|N|AP|34|POST AVENUE|
201400000008500000.00|L|1|2220|37|N|E|N|N|AP|30|POST AVENUE|
201400000008500000.00|L|1|2220|39|N|E|N|N|AP|26|POST AVENUE|
201400000008500000.00|L|1|2220|41|N|E|N|N|AP|22|POST AVENUE|
201400000008500000.00|L|1|2234|36|N|E|N|N|AP|66|VERMILYEA AVENUE|
201400000000000000.00|L|1|2220|19|N|E|N|N|AP|125|SHERMAN AVENUE|
201400000000000000.00|L|1|2220|21|N|E|N|N|AP|129|SHERMAN AVENUE|
201400000000000000.00|L|1|2220|15|N|E|N|N|AP|117|SHERMAN AVENUE|
201400000000000000.00|L|1|2220|17|N|E|N|N|AP|121|SHERMAN AVENUE|
201400000000000000.00|L|1|2220|11|N|E|N|N|AP|109|SHERMAN AVENUE|
201400000000000000.00|L|1|2220|13|N|E|N|N|AP|113|SHERMAN AVENUE|
201400000000000000.00|L|1|2220|33|N|E|N|N|AP|38|POST AVENUE|
201400000000000000.00|L|1|2220|35|N|E|N|N|AP|34|POST AVENUE|
201400000000000000.00|L|1|2220|37|N|E|N|N|AP|30|POST AVENUE|
201400000000000000.00|L|1|2220|39|N|E|N|N|AP|26|POST AVENUE|
201400000000000000.00|L|1|2220|41|N|E|N|N|AP|22|POST AVENUE|
201500000000000000.00|L|1|1507|45|N|E|N|N|OT|60|EAST 96TH STREET|
201500000000000000.00|L|1|1507|45|N|E|N|N|OT|60|EAST 96TH STREET|
201500000000000000.00|L|1|1507|45|N|E|N|N|OT|60|EAST 96TH STREET|
201500000000000000.00|L|1|1507|45|N|E|N|N|OT|60|EAST 96TH STREET|
201500000002500000.00|L|1|1507|45|N|E|N|N|OT|60|EAST 96TH STREET|
201500000002500000.00|L|1|1507|45|N|E|N|N|OT|60|EAST 96TH STREET|
201500000000000000.00|L|1|1507|45|N|E|N|N|OT|60|EAST 96TH STREET|
201500000000000000.00|L|1|1507|45|N|E|N|N|OT|60|EAST 96TH STREET|
201500000000500000.00|L|1|1507|45|N|E|N|N|OT|60|EAST 96TH STREET|
201500000000500000.00|L|1|1507|45|N|E|N|N|OT|60|EAST 96TH STREET|
201500000000000000.00|L|1|1507|45|N|E|N|N|OT|60|EAST 96TH STREET|
201500000000000000.00|L|1|1507|45|N|E|N|N|OT|60|EAST 96TH STREET|
201500000092500000.00|L|1|826|19|N|E|N|N|CR|27|WEST 24TH STREET|
201500000014001341.64|L|1|826|19|N|E|N|N|CR|27|WEST 24TH STREET|
201500000052500000.00|L|1|826|19|N|E|N|N|CR|27|WEST 24TH STREET|
201500000052500000.00|L|1|826|19|N|E|N|N|CR|27|WEST 24TH STREET|
201500000000000000.00|L|1|826|19|N|E|N|N|CR|27|WEST 24TH STREET|
201500000000000000.00|L|1|1251|71|N|E|N|N|AP|194|RIVERSIDE DRIVE|
201500000000000000.00|L|1|1251|71|N|E|N|N|AP|194|RIVERSIDE DRIVE|
201500000000000000.00|L|1|1251|71|N|E|N|N|AP|194|RIVERSIDE DRIVE|
201500000000000000.00|L|1|1251|71|N|E|N|N|AP|194|RIVERSIDE DRIVE|
201500000000774642.33|L|1|1251|71|N|E|N|N|AP|194|RIVERSIDE DRIVE|
201500000002400000.00|L|1|1251|71|N|E|N|N|AP|194|RIVERSIDE DRIVE|
201500000002400000.00|L|1|1251|71|N|E|N|N|AP|194|RIVERSIDE DRIVE|
201500000000000000.00|L|1|449|56|N|E|N|N|D6|51|EAST 7TH STREET|
201500000000000000.00|L|1|449|56|N|E|N|N|D6|51|EAST 7TH STREET|
201500000000000000.00|L|1|449|56|N|E|N|N|D6|51|EAST 7TH STREET|
201500000002497268.36|L|1|449|56|N|E|N|N|D6|51|EAST 7TH STREET|
201500000002900000.00|L|1|449|56|N|E|N|N|D6|51|EAST 7TH STREET|
201500000001023341.25|L|1|894|2080|N|E|N|N|SC|325|LEXINGTON AVENUE|20C
201500000000000000.00|L|1|894|2080|N|E|N|N|SC|325|LEXINGTON AVENUE|20C
201500000000353000.00|L|1|894|2080|N|E|N|N|SC|325|LEXINGTON AVENUE|20C
201500000000000000.00|L|1|894|2080|N|E|N|N|SC|325|LEXINGTON AVENUE|20C
201300000000900000.00|L|3|879|7|N|E|N|N|CR|643|5TH AVENUE|
201300000013460000.00|L|3|1776|67|N|E|N|N|VR|781|DE KALB AVENUE|
201400000000000000.00|L|3|1828|74|N|E|N|N|D3|223|JEFFERSON AVENUE|
201400000000000000.00|L|3|5877|73|N|E|N|N|D2|853|70TH STREET|
201400000000000000.00|L|3|2319|1001|N|E|N|N|CC|144|NORTH 8TH STREET|
201400000000000000.00|L|3|2319|1001|N|E|N|N|CC|144|NORTH 8TH STREET|
201400000000275000.00|L|3|6322|1008|N|E|N|N|CK|8405|13TH|AVENUE
201400000000165000.00|L|3|6322|1008|N|E|N|N|CK|8405|13TH|AVENUE
201400000000000000.00|L|3|833|70|N|E|N|N|D6|613|56TH STREET|
201400000000000000.00|L|3|871|2|N|E|N|N|AP|271|PROSPECT PARK WEST|
201400000000000000.00|L|3|3847|15|N|E|N|N|D1|717|SACKMAN STREET|
201400000000000000.00|L|3|3076|1023|N|E|N|N|SC|14|BOERUM STREET|5C
201400000000000000.00|L|3|3076|1023|N|E|N|N|SC|14|BOERUM STREET|5C
201400000000200000.00|L|3|3076|1023|N|E|N|N|SC|14|BOERUM STREET|5C
201400000000730000.00|L|3|6707|72|N|E|N|N|D1|941|EAST 14TH STREET|
201400000000730000.00|L|3|6707|73|N|E|N|N|GR|939|EAST 14TH STREET|
201400000000584000.00|L|3|6707|72|N|E|N|N|D1|941|EAST 14TH STREET|
201400000000584000.00|L|3|6707|73|N|E|N|N|GR|939|EAST 14TH STREET|
201400000000375000.00|L|3|5296|66|N|E|N|N|RP|1225|37TH STREET|
201400000000000000.00|L|3|6678|1050|N|E|N|N|SR|412|KINGS HIGHWAY|R2
201400000000929000.00|L|3|6678|1025|N|E|N|N|SC|412|KINGS HIGHWAY|8B
201400000000929000.00|L|3|6678|1032|N|E|N|N|PS|412|KINGS HIGHWAY|P7
201400000000929000.00|L|3|6678|1050|N|E|N|N|SR|412|KINGS HIGHWAY|R2
201400000000000000.00|L|3|6678|1025|N|E|N|N|SC|412|KINGS HIGHWAY|8B
201400000000000000.00|L|3|6678|1032|N|E|N|N|PS|412|KINGS HIGHWAY|P7
201400000000000000.00|L|3|6678|1050|N|E|N|N|SR|412|KINGS HIGHWAY|R2
201400000000910000.00|L|3|7022|31|N|E|N|N|VR|2856|WEST 15TH STREET|
201400000000000000.00|L|3|7022|31|N|E|N|N|VR|2856|WEST 15TH STREET|
201400000000650000.00|L|3|1571|23|N|E|N|N|D6|18|SHERLOCK PLACE|
201400000000150000.00|L|3|1571|23|N|E|N|N|D6|18|SHERLOCK PLACE|
201400000000800000.00|L|3|1571|23|N|E|N|N|D6|18|SHERLOCK PLACE|
201400000000000000.00|L|3|891|1101|N|E|N|N|SC|284|20TH STREET|
201400000000000000.00|L|3|891|1102|N|E|N|N|SC|284|20TH STREET|
201400000000000000.00|L|3|891|1105|N|E|N|N|SC|284|20TH STREET|
201400000000000000.00|L|3|891|1106|N|E|N|N|SC|284|20TH STREET|
201400000000000000.00|L|3|891|1109|N|E|N|N|SC|284|20TH STREET|
201400000000000000.00|L|3|891|1110|N|E|N|N|SC|284|20TH STREET|
201400000000000000.00|L|3|891|1113|N|E|N|N|SC|284|20TH STREET|
201500000000000000.00|L|3|3556|23|N|E|N|N|D1|215|HERZL STREET|
201400000000000000.00|L|3|1159|39|N|E|N|N|D1|302|PROSPECT PLACE|
201400000000000000.00|L|3|1159|39|N|E|N|N|D1|302|PROSPECT PLACE|
201400000000000000.00|L|3|1159|39|N|E|N|N|D1|302|PROSPECT PLACE|
201500000002000000.00|L|3|1159|39|N|E|N|N|D1|302|PROSPECT PLACE|
201500000001500000.00|L|3|1159|39|N|E|N|N|D1|302|PROSPECT PLACE|
201400000000000000.00|L|3|2331|2|N|E|N|N|F1|51|HAVEMEYER STREET|
201400000006217931.00|L|3|8694|414|N|E|N|N|CR|1232|SURF AVENUE|
201400000006217931.00|L|3|8694|419|N|E|N|N|CR|3015|STILLWELL AVENUE|
201400000006217931.00|L|3|8694|414|N|E|N|N|CR|1232|SURF AVENUE|
201400000006217931.00|L|3|8694|419|N|E|N|N|CR|3015|STILLWELL AVENUE|
201400000000000000.00|L|3|8694|414|N|E|N|N|CR|1232|SURF AVENUE|
201400000000000000.00|L|3|8694|419|N|E|N|N|CR|3015|STILLWELL AVENUE|
201500000000000000.00|L|3|5222|27|N|E|N|N|D1|546|EAST 23RD STREET|
201500000000000000.00|L|3|1754|57|N|E|N|N|D1|57|VERNON AVE|
201500000000000000.00|L|3|1754|57|N|E|N|N|D1|57|VERNON AVE|
201500000000000000.00|L|3|4879|42|N|E|N|N|D3|167|EAST 42ND ST|
201400000000000000.00|L|3|4879|42|N|E|N|N|D3|167|EAST 42ND ST|
201500000000000010.00|L|3|947|28|N|E|N|N|D3|46|ST JOHNS PLACE|
201500000000000000.00|L|3|8353|31|N|E|N|N|D3|1256|E 68TH ST|
201400000000000000.00|L|3|8353|31|N|E|N|N|D3|1256|E 68TH ST|
201500000000000000.00|L|3|3348|43|N|E|N|N|D2|41|WOODBINE STREET|
201500000000850000.00|L|3|6623|6|N|E|N|N|D2|166|AVENUE P|
201400000000000000.00|L|3|4126|37|N|E|N|N|D6|310|RIDGEWOOD AVENUE|
201400000000560000.00|L|3|2263|1312|N|E|N|N|SC|721|BEDFORD AVE|12
201500000000000000.00|L|3|4297|49|N|E|N|N|F4|491|HEGEMAN AVENUE|
201500000000000000.00|L|3|673|22|N|E|N|N|D2|200|30TH STREET|
201500000000000000.00|L|3|7217|21|N|E|N|N|D2|2534|EAST 2ND STREET|
201500000000000000.00|L|3|8740|87|N|E|N|N|D2|235|BEAUMONT STREET|
201500000000650000.00|L|3|1574|1|N|E|N|N|D2|19|JARDINE PL|
201500000000635937.00|L|3|1574|1|N|E|N|N|D2|19|JARDINE PL|
201500000000000000.00|L|3|4087|1004|N|E|N|N|SC|584|VAN SICLEN AVENUE|1
201400000000000000.00|L|3|1290|28|N|E|N|N|D2|1224|CARROLL STREET|
201500000000000000.00|L|3|6370|16|N|E|N|N|D2|91|BAY 19 STREET|
201500000000709500.00|L|3|7305|43|N|E|N|N|D1|2623|AVENUE T|
201500000000490000.00|L|3|7305|43|N|E|N|N|D1|2623|AVENUE T|
201500000000000000.00|L|3|7305|43|N|E|N|N|D1|2623|AVENUE T|
201500000000950000.00|L|3|6764|59|N|E|N|N|D2|1591|EAST 17TH STREET|
201500000000570000.00|L|3|6764|59|N|E|N|N|D2|1591|EAST 17TH STREET|
201400000000020000.00|L|3|8022|24|N|E|N|N|D3|941|EAST 85TH STREET|
201500000000000000.00|L|3|1538|67|N|E|N|N|D3|11|SOMERS STREET|
201500000000000000.00|L|3|1897|1805|N|E|N|N|SC|609|MYRTLE AVENUE|2C
201500000000000000.00|L|3|7795|12|N|E|N|N|D1|1897|SCHENECTADY AVENUE|
201500000000000000.00|L|3|164|1314|N|E|N|N|SC|189|SCHERMERHORN STREET|22H
201500000000000000.00|L|3|824|21|N|E|N|N|D3|534|54TH STREET|
201500000001250000.00|L|3|824|21|N|E|N|N|D3|534|54TH STREET|
201500000000550000.00|L|3|824|21|N|E|N|N|D3|534|54TH STREET|
201500000000465000.00|L|3|4245|23|N|E|N|N|D4|892|BELMONT AVENUE|
201500000002071359.30|L|3|7731|33|N|E|N|N|CR|4700|GLENWOOD ROAD|
201500000006300000.00|L|3|7731|33|N|E|N|N|CR|4700|GLENWOOD ROAD|
201500000006300000.00|L|3|7731|33|N|E|N|N|CR|4700|GLENWOOD ROAD|
201500000005900000.00|L|3|7731|33|N|E|N|N|CR|4700|GLENWOOD ROAD|
201500000005900000.00|L|3|7731|33|N|E|N|N|CR|4700|GLENWOOD ROAD|
201500000000000000.00|L|3|1505|35|N|E|N|N|D3|634|DECATUR STREET|
201500000000280000.00|L|3|6121|3|N|E|N|N|SP|149|MARINE AVENUE|5J
201500000000365000.00|L|3|226|18|N|E|N|N|SP|72|ORANGE STREET|4B
201500000001026473.00|L|3|1768|35|N|E|N|N|RP|636|WILLOUGHBY AVENUE|
201500000000770250.00|L|3|1768|35|N|E|N|N|RP|636|WILLOUGHBY AVENUE|
201500000000051000.00|L|3|1768|35|N|E|N|N|RP|636|WILLOUGHBY AVENUE|
201500000000000000.00|L|3|4387|1|N|E|N|N|CR|960|ALABAMA AVE|
201500000016875000.00|L|3|4387|1|N|E|N|N|CR|960|ALABAMA AVE|
201500000016875000.00|L|3|4387|1|N|E|N|N|CR|960|ALABAMA AVE|
201500000000000000.00|L|3|4387|1|N|E|N|N|CR|960|ALABAMA AVE|
201500000000000000.00|L|3|4387|1|N|E|N|N|CR|960|ALABAMA AVE|
201500000000000000.00|L|3|393|58|N|E|N|N|D2|451|WARREN ST|
201500000000000000.00|L|3|983|1|N|E|N|N|AP|343|6 AVENUE|8
201500000000000000.00|L|3|983|1|N|E|N|N|AP|343|6 AVENUE|8
201500000003445000.00|L|3|983|1|N|E|N|N|AP|343|6 AVENUE|8
201500000003445000.00|L|3|983|1|N|E|N|N|AP|343|6 AVENUE|8
201500000003146272.00|L|3|983|1|N|E|N|N|AP|343|6 AVENUE|8
201500000003146272.00|L|3|983|1|N|E|N|N|AP|343|6 AVENUE|8
201500000000608728.00|L|3|983|1|N|E|N|N|AP|343|6 AVENUE|8
201500000000608728.00|L|3|983|1|N|E|N|N|AP|343|6 AVENUE|8
201500000000562000.00|L|3|226|35|N|E|N|N|SP|59|PINEAPPLE STREET|5C
201500000000631315.00|L|3|6413|1103|N|E|N|N|PS|155|BAY 28TH STREET|
201500000000631315.00|L|3|6413|1106|N|E|N|N|SC|155|BAY 28TH STREET|
201500000000372000.00|L|3|6413|1103|N|E|N|N|PS|155|BAY 28TH STREET|
201500000000372000.00|L|3|6413|1106|N|E|N|N|SC|155|BAY 28TH STREET|
201500000000000000.00|L|3|6413|1103|N|E|N|N|PS|155|BAY 28TH STREET|
201500000000000000.00|L|3|6413|1106|N|E|N|N|SC|155|BAY 28TH STREET|
201500000000000000.00|L|3|6413|1103|N|E|N|N|PS|155|BAY 28TH STREET|
201500000000000000.00|L|3|6413|1106|N|E|N|N|SC|155|BAY 28TH STREET|
201500000000000000.00|L|3|6413|1103|N|E|N|N|PS|155|BAY 28TH STREET|
201500000000000000.00|L|3|6413|1106|N|E|N|N|SC|155|BAY 28TH STREET|
201500000000000000.00|L|3|6413|1103|N|E|N|N|PS|155|BAY 28TH STREET|
201500000000000000.00|L|3|6413|1106|N|E|N|N|SC|155|BAY 28TH STREET|
201500000000000000.00|L|3|5680|6|N|E|N|N|OT|902|55TH STREET|
201500000000000000.00|L|3|7848|54|N|E|N|N|D1|1530|EAST 51ST STREET|
200400000000000000.00|L|3|7872|10|N|E|N|N|CR|4701|AVENUE N|
201500000000499268.25|L|3|8720|3044|N|E|N|N|SC|50|OCEANA DRIVE WEST|8C
201500000000000000.00|L|3|8720|3044|N|E|N|N|SC|50|OCEANA DRIVE WEST|8C
201500000000000000.00|L|3|8720|3044|N|E|N|N|SC|50|OCEANA DRIVE WEST|8C
201500000000000000.00|L|3|8720|3044|N|E|N|N|SC|50|OCEANA DRIVE WEST|8C
201500000000000000.00|L|3|8720|3044|N|E|N|N|SC|50|OCEANA DRIVE WEST|8C
201500000000000000.00|L|3|8720|3044|N|E|N|N|SC|50|OCEANA DRIVE WEST|8C
201500000000000000.00|L|3|8232|56|N|E|N|N|RP|10531|FLATLANDS 1 STREET|
201500000000000000.00|L|3|1066|9|N|E|N|N|OT|73|8TH AVENUE|
201500000000100000.00|L|3|1966|1205|N|E|N|N|SC|242|GREENE AVENUE|2A
201500000000400000.00|L|3|4905|73|N|E|N|N|D6|329|EAST 34TH STREET|
201500000000400000.00|L|3|4905|73|N|E|N|N|D6|329|EAST 34TH STREET|
201500000000000000.00|L|3|3165|6|N|E|N|N|F4|53|WILSON AVENUE|
201500000001200000.00|L|3|3165|6|N|E|N|N|F4|53|WILSON AVENUE|
201500000001200000.00|L|3|3165|6|N|E|N|N|F4|53|WILSON AVENUE|
201500000000000000.00|L|3|5676|9|N|E|N|N|D2|5401|12TH|AVENUE
201500000000000000.00|L|3|5219|53|N|E|N|N|D2|571|EAST 19TH ST|
201500000000000000.00|L|3|6672|50|N|E|N|N|F1|121|AVENUE S|
201500000000000000.00|L|3|5273|1003|N|E|N|N|SC|35|EAST 4TH STREET|
201500000000000000.00|L|3|6564|15|N|E|N|N|D2|1378|EAST 2ND STREET|
201500000000365000.00|L|3|4006|32|N|E|N|N|D2|178|ATKINS AVENUE|
201500000000000000.00|L|3|5305|24|N|E|N|N|D3|87|MINNA STREET|
201500000000000000.00|L|3|1079|15|N|E|N|N|D2|600|2 STREET|
201500000000000000.00|L|3|8592|67|N|E|N|N|D2|2362|NATIONAL DRIVE|
201500000000000000.00|L|3|7767|39|N|E|N|N|D2|1783|ALBANY AVENUE|
201500000000000000.00|L|3|1683|70|N|E|N|N|D1|313|BAINBRIDGE STREET|
201500000000000000.00|L|3|992|48|N|E|N|N|D3|247A|7 STREET|
201500000000000000.00|L|3|992|48|N|E|N|N|D3|247A|7 STREET|
201400000000000000.00|L|3|7043|6|N|E|N|N|VR|3812|ATLANTIC AVENUE|
201500000000000000.00|L|3|7043|6|N|E|N|N|VR|3812|ATLANTIC AVENUE|
201400000000000000.00|L|3|8797|42|N|E|N|N|D2|2786|BROWN STREET|
201500000000000000.00|L|3|8797|42|N|E|N|N|D2|2786|BROWN STREET|
201500000000000000.00|L|3|892|17|N|E|N|N|VR|324|20TH STREET|
201500000000430000.00|L|3|7468|42|N|E|N|N|D4|2656|EAST 24TH STREET|
201500000000000000.00|L|3|7468|42|N|E|N|N|D4|2656|EAST 24TH STREET|
201500000000550000.00|L|3|2264|2427|N|E|N|N|SC|284|WALLABOUT STREET|7A
201500000000000000.00|L|3|2264|2427|N|E|N|N|SC|284|WALLABOUT STREET|7A
201500000000375000.00|L|3|2264|2427|N|E|N|N|SC|284|WALLABOUT STREET|7A
201500000000000000.00|L|3|7856|7|N|E|N|N|D1|5807|AVENUE M|
201500000000000000.00|L|3|7856|7|N|E|N|N|D1|5807|AVENUE M|
201500000000107500.00|L|3|7593|41|N|E|N|N|SP|909|EAST 29TH STREET|
201500000000000000.00|L|3|6508|40|N|E|N|N|D1|999|EAST 5TH STREET|
201500000000257442.84|L|3|6508|40|N|E|N|N|D1|999|EAST 5TH STREET|
201500000000850000.00|L|3|6508|40|N|E|N|N|D1|999|EAST 5TH STREET|
201500000000000000.00|L|3|6377|19|N|E|N|N|D3|53|BAY 26TH STREET|
201500000000000000.00|L|3|1462|144|N|E|N|N|D2|462|HOWARD AVE|
201500000000001448.91|L|3|994|23|N|E|N|N|D2|374|6 STREET|
201500000001375000.00|L|3|994|23|N|E|N|N|D2|374|6 STREET|
201400000000000000.00|L|3|6155|153|N|E|N|N|D1|1263|70TH STREET|
201400000000000000.00|L|3|8282|7|N|E|N|N|D1|1535|EAST 98TH STREET|
201500000000603822.25|L|3|152|1039|N|E|N|N|SC|N/A|BRIDGE STREET|36D
201500000000000000.00|L|3|152|1039|N|E|N|N|SC|388|BRIDGE STREET|36D
201500000000000000.00|L|3|6608|1027|N|E|N|N|SC|1620|EAST 2ND STREET|
201500000000000000.00|L|3|2324|1104|N|E|N|N|SC|34|NORTH 7TH STREET|TH1
201500000000938250.00|L|3|5404|16|N|E|N|N|D2|1724|44TH STREET|
201500000000938250.00|L|3|5404|16|N|E|N|N|D2|1724|44TH STREET|
201500000000000000.00|L|3|7153|27|N|E|N|N|OT|2266|EAST 2ND STREET|
201500000000000000.00|L|3|6754|89|N|E|N|N|D1|1421|EAST 16TH STREET|
201500000000000000.00|L|3|6825|86|N|E|N|N|D2|1813|EAST 19TH STREET|
201400000000100000.00|L|3|393|50|N|E|N|N|D2|467|WARREN STREET|
201400000000250000.00|L|3|393|50|N|E|N|N|D2|467|WARREN STREET|
201500000000000000.00|L|3|738|32|N|E|N|N|D2|464|44TH STREET|
201500000001110000.00|L|3|5751|36|N|E|N|N|D4|1072|65TH STREET|
201500000000605000.00|L|3|5751|36|N|E|N|N|D4|1072|65TH STREET|
201500000000150314.64|L|3|5015|23|N|E|N|N|D1|809|EAST 40TH STREET|
201300000000030000.00|L|3|1855|23|N|E|N|N|D3|106|MAC DONOUGH STREET|
201300000000100000.00|L|3|1855|23|N|E|N|N|D3|106|MAC DONOUGH STREET|
201500000001150000.00|L|3|1124|55|N|E|N|N|VR|953|PACIFIC STREET|
201500000000000000.00|L|3|5362|10|N|E|N|N|F1|1502|42ND STREET|
201500000000000000.00|L|3|6335|34|N|E|N|N|D2|2156|84TH STREET|
201500000000000000.00|L|3|5411|21|N|E|N|N|OT|412|AVENUE F|
201500000000000000.00|L|3|5940|34|N|E|N|N|VN|364|BAY RIDGE PARKWAY|
201500000000000000.00|L|3|5940|36|N|E|N|N|CR|370|BAY RIDGE PARKWAY|
201500000000000000.00|L|3|8456|14|N|E|N|N|D1|2441|EAST 69TH STREET|
201500000000149086.41|L|3|8456|14|N|E|N|N|D1|2441|EAST 69TH STREET|
201500000000404000.00|L|3|8456|14|N|E|N|N|D1|2441|EAST 69TH STREET|
201500000000000000.00|L|3|799|15|N|E|N|N|D2|424|51 STREET|
201500000000000000.00|L|3|8065|75|N|E|N|N|RP|1282|EAST 87 STREET|
201500000000000000.00|L|3|8413|30|N|E|N|N|D1|2025|EAST 72ND STREET|
201500000000000000.00|L|3|3774|145|N|E|N|N|D1|414|WYONA STREET|
201500000000000000.00|L|3|6440|1003|N|E|N|N|SC|203|BAY 22ND STREET|
201500000000100000.00|L|3|2058|1143|N|E|N|N|SC|365|BRIDGE STREET|10F
201500000000410000.00|L|3|5194|44|N|E|N|N|D2|2817|AVENUE D|
201500000000307500.00|L|3|5194|44|N|E|N|N|D2|2817|AVENUE D|
201500000000000000.00|L|3|7102|26|N|E|N|N|D2|252|LAKE STREET|
201500000000007825.37|L|3|7975|33|N|E|N|N|D1|629|EAST 57TH STREET|
201500000000264000.00|L|3|7975|33|N|E|N|N|D1|629|EAST 57TH STREET|
201500000000000000.00|L|3|5594|30|N|E|N|N|D4|1360|41ST STREET|
201400000000000000.00|L|3|6330|19|N|E|N|N|D3|2130|83RD STREET|
201500000000000000.00|L|3|1617|54|N|E|N|N|D1|969|GREENE AVENUE|
201200000000000000.00|L|3|1617|54|N|E|N|N|D1|969|GREENE AVENUE|
201500000000000000.00|L|3|5686|1213|N|E|N|N|CR|849|57TH STREET|
201500000000000000.00|L|3|5686|1214|N|E|N|N|CR|849|57TH STREET|
201500000000000000.00|L|3|5686|1215|N|E|N|N|CR|849|57TH STREET|
201500000000000000.00|L|3|5686|1216|N|E|N|N|CR|849|57TH STREET|
201500000000000000.00|L|3|3690|12|N|E|N|N|CR|2732|ATLANTIC AVENUE|
201500000000000000.00|L|3|3690|13|N|E|N|N|CR|2734|ATLANTIC AVENUE|
201500000000000000.00|L|3|3672|4|N|E|N|N|D3|143|VERMONT STREET|
201500000000000000.00|L|3|3946|46|N|E|N|N|D3|189|MILLER AVENUE|
201500000000000000.00|L|3|5860|212|N|E|N|N|D1|6815|BLISS TERRACE|
201500000003060000.00|L|3|3672|37|N|E|N|N|AP|110|WYONA STREET|
201500000000804392.41|L|3|3672|37|N|E|N|N|AP|110|WYONA STREET|
201500000002150000.00|L|3|3672|37|N|E|N|N|AP|110|WYONA STREET|
201500000002150000.00|L|3|3672|37|N|E|N|N|AP|110|WYONA STREET|
201500000000588359.00|L|3|278|1111|N|E|N|N|SC|233|PACIFIC STREET|3C
201500000000592000.00|L|3|278|1111|N|E|N|N|SC|233|PACIFIC STREET|3C
201500000000000000.00|L|3|278|1111|N|E|N|N|SC|233|PACIFIC STREET|3C
